council,fy_end,actual_maintenance,required_maintenance,maintenance_ratio_raw,backlog_ratio,cash_cover,population_as_published,operating_ratio_raw,unrestricted_current_ratio,maintenance_ratio_recomputed,maintenance_zero_denominator,maintenance_scale_expected,maintenance_ratio_normalized,ratio_discrepancy
Cootamundra-Gundagai Regional,2023,7917000.0,0.0,0.0,3.32,8.2507,11404,-7.53,6.4001,,True,100,0.0,
Cowra,2023,11958000.0,10943000.0,109.28,0.51,12.2345,12705,4.51,5.5145,1.0927533583112492,False,100,1.0928,4.6641688750792554e-05
Cumberland,2023,27646000.0,29402000.0,94.03,4.01,10.5478,237420,4.39,3.0874,0.9402761716890008,False,100,0.9403,2.3828310999229885e-05
Dubbo Regional,2023,54060000.0,54060000.0,100.0,6.3,21.7018,55894,-1.44,3.0416,1.0,False,100,1.0,0.0
Dungog,2023,3224000.0,4010000.0,80.4,9.16,11.329,9722,-25.16,2.0613,0.8039900249376558,False,100,0.804,9.975062344236285e-06
Edward River,2023,9269000.0,8277000.0,111.99,3.16,23.9058,8457,2.76,5.2206,1.1198501872659177,False,100,1.1199,4.9812734082221866e-05
Eurobodalla,2023,31184000.0,33223000.0,93.86,8.84,17.6921,40755,5.12,2.9413,0.9386268548896849,False,100,0.9386,-2.6854889684901906e-05
Fairfield,2023,42868000.0,42224000.0,101.53,1.69,4.3533,206807,5.5,2.2964,1.0152519893899203,False,100,1.0153,4.8010610079751714e-05
Federation,2023,6573000.0,6975000.0,94.24,16.85,20.0952,12854,-3.98,3.4917,0.9423655913978495,False,100,0.9423999999999999,3.4408602150426404e-05
Forbes,2023,7205000.0,8837000.0,81.53,1.36,1.8032,9339,-1.73,2.4171,0.8153219418354645,False,100,0.8153,-2.194183546444517e-05
Georges River,2023,21681000.0,20305000.0,106.78,2.56,16.3038,153232,7.6,5.3126,1.0677665599606008,False,100,1.0678,3.344003939931284e-05
Gilgandra,2023,5050000.0,5429000.0,93.02,1.47,10.925,4299,7.42,3.8366,0.9301897218640633,False,100,0.9301999999999999,1.027813593657001e-05
Glen Innes Severn,2023,,,,,,8945,,,,False,100,,
Goulburn Mulwaree,2023,11955000.0,24295000.0,49.21,5.92,26.4739,32428,1.17,3.1029,0.49207655896274954,False,100,0.4921,2.344103725043789e-05
Greater Hume,2023,7030000.0,3995000.0,175.97,0.24,11.2159,11267,8.49,5.259,1.7596996245306633,False,100,1.7597,3.754693367330475e-07
Griffith,2023,8036000.0,7831000.0,102.62,1.22,12.4198,27014,5.68,2.2367,1.0261780104712042,False,100,1.0262,2.1989528795840485e-05
Gunnedah,2023,10886000.0,9676000.0,112.51,3.5,23.673,13144,9.56,3.5936,1.125051674245556,False,100,1.1251,4.832575444391196e-05
Gwydir,2023,13710000.0,13710000.0,100.0,0.32,8.8254,4924,-7.48,3.2531,1.0,False,100,1.0,0.0
Hawkesbury,2023,31710000.0,30399000.0,104.31,3.01,10.9051,67862,14.06,3.0076,1.0431264186321918,False,100,1.0431,-2.6418632191882452e-05
Hay,2023,2630000.0,2285000.0,115.1,0.63,22.0072,2834,2.31,2.5551,1.1509846827133479,False,100,1.151,1.5317286652161144e-05
Hilltops,2023,12069000.0,9880000.0,122.16,5.51,11.8885,19239,-7.28,1.5015,1.2215587044534413,False,100,1.2216,4.129554655873946e-05
Hornsby,2023,6870000.0,7617000.0,90.19,1.75,19.6932,151747,11.55,6.2511,0.9019298936589208,False,100,0.9018999999999999,-2.9893658920920885e-05
Hunters Hill,2023,3407000.0,2531000.0,134.61,13.54,19.0985,13924,-4.81,2.2965,1.3461082576056895,False,100,1.3461,-8.25760568945455e-06
Inner West,2023,52961000.0,47906000.0,110.55,1.57,8.7176,183105,-0.52,3.0974,1.1055191416524026,False,100,1.1055,-1.9141652402687725e-05
Inverell,2023,13815000.0,10845000.0,127.39,0.85,29.7557,17966,3.43,7.0206,1.2738589211618256,False,100,1.2739,4.107883817439095e-05
Junee,2023,4380000.0,3082000.0,142.12,3.63,9.399,6465,11.0,2.9017,1.4211550940947437,False,100,1.4212,4.490590525629834e-05
Kempsey,2023,16311000.0,17311000.0,94.22,6.95,11.4068,31180,7.74,1.5225,0.9422332620876899,False,100,0.9422,-3.326208768983374e-05
Kiama,2023,5420000.0,5420000.0,100.0,2.23,5.1507,22964,-10.01,0.6364,1.0,False,100,1.0,0.0
Ku-ring-gai,2023,16200000.0,17720000.0,91.42,9.73,13.4748,124172,7.85,3.3534,0.9142212189616253,False,100,0.9142,-2.121896162532444e-05
Kyogle,2023,4739000.0,5148000.0,92.06,6.5,19.3004,9453,14.26,5.3664,0.9205516705516705,False,100,0.9206,4.832944832944275e-05
Lachlan,2023,10823000.0,10590000.0,102.2,4.24,27.0564,6139,24.19,7.036,1.0220018885741264,False,100,1.022,-1.8885741264185185e-06
Lake Macquarie,2023,45875000.0,52095000.0,88.06,1.68,12.3516,216603,3.97,3.9489,0.8806027449851234,False,100,0.8806,-2.7449851233152245e-06
Lane Cove,2023,4243000.0,3487000.0,121.68,1.99,29.714,40076,10.17,5.9179,1.2168052767421853,False,100,1.2168,-5.276742185200689e-06
Leeton,2023,6704000.0,6703000.0,100.01,28.42,20.1449,11454,3.82,2.1477,1.000149186931225,False,100,1.0001,-4.918693122490936e-05
Lismore,2023,18122000.0,16944000.0,106.95,12.22,12.0423,44276,-4.09,2.0668,1.06952313503305,False,100,1.0695000000000001,-2.313503304995912e-05
Lithgow,2023,15702000.0,7377000.0,212.85,0.91,9.7922,20813,20.89,2.5183,2.1285075233834894,False,100,2.1285,-7.523383489527191e-06
Liverpool,2023,34889000.0,31216000.0,111.77,2.07,17.8836,239755,1.18,2.1051,1.1176640184520759,False,100,1.1177,3.598154792405772e-05
Liverpool Plains,2023,11358000.0,12079000.0,94.03,8.42,19.5537,7660,-4.24,3.42,0.9403096282804868,False,100,0.9403,-9.628280486784213e-06
Lockhart,2023,2206000.0,1835000.0,120.22,0.13,16.208,3370,11.7,8.7568,1.2021798365122616,False,100,1.2022,2.016348773836718e-05
Maitland,2023,22834000.0,14101000.0,161.93,13.95,14.441,93616,-2.37,2.5708,1.6193177788809305,False,100,1.6193,-1.777888093057456e-05
Mid-Coast,2023,64569000.0,47561000.0,135.76,10.33,14.0959,97237,-2.47,2.5842,1.3576039191774774,False,100,1.3576,-3.9191774774405275e-06
Mid-Western Regional,2023,22647000.0,22881000.0,98.98,5.45,19.3585,25795,6.13,4.5947,0.9897731742493772,False,100,0.9898,2.6825750622849753e-05
Moree Plains,2023,10340000.0,10637000.0,97.21,4.26,7.6053,12869,2.32,1.8033,0.9720785935884177,False,100,0.9721,2.1406411582214346e-05
Mosman,2023,6642000.0,6040000.0,109.97,0.44,8.4993,28123,10.57,2.4116,1.0996688741721854,False,100,1.0997,3.112582781450435e-05
Murray River,2023,10054000.0,8657000.0,116.14,5.23,14.6746,13016,-25.9,3.0925,1.1613722998729352,False,100,1.1614,2.770012706476699e-05
Murrumbidgee,2023,4011000.0,3466000.0,115.72,0.0,27.5434,3566,4.65,5.7963,1.1572417772648587,False,100,1.1572,-4.177726485865563e-05
Muswellbrook,2023,6851000.0,11220000.0,61.06,2.42,9.9685,16540,9.48,1.6569,0.6106060606060606,False,100,0.6106,-6.060606060565021e-06
Nambucca Valley,2023,9781000.0,16621000.0,58.85,1.17,17.7983,20610,5.88,5.8875,0.5884724144154985,False,100,0.5885,2.7585584501554905e-05
Narrabri,2023,0.0,8900000.0,0.0,18.0,17.0,12721,3.2,4.0,0.0,False,100,0.0,0.0
Narrandera,2023,5634000.0,3316000.0,169.9,8.51,21.5087,5721,15.77,6.5672,1.6990349819059107,False,100,1.699,-3.49819059106693e-05
Narromine,2023,10194000.0,12032000.0,84.72,1.98,17.1144,6430,1.79,4.5212,0.8472406914893617,False,100,0.8472,-4.069148936169942e-05
Newcastle,2023,30292000.0,25324000.0,119.62,3.8,6.4925,171528,3.69,1.9886,1.1961775390933502,False,100,1.1962000000000002,2.246090664992373e-05
North Sydney,2023,9617000.0,8878000.0,108.32,3.1,14.2816,69341,1.33,2.7199,1.0832394683487272,False,100,1.0832,-3.946834872725624e-05
Northern Beaches,2023,47396000.0,43208000.0,109.69,1.48,6.1305,263298,4.46,1.9181,1.0969264950935012,False,100,1.0969,-2.6495093501166522e-05
Oberon,2023,2549000.0,2842000.0,89.69,8.01,23.8106,5597,4.54,3.2631,0.8969035890218157,False,100,0.8969,-3.5890218156309217e-06
Orange,2023,6085000.0,10064000.0,60.46,3.23,29.8046,43963,10.86,3.6565,0.6046303656597775,False,100,0.6046,-3.0365659777431553e-05
Parkes,2023,5900000.0,5071000.0,116.35,1.85,7.3752,14347,1.63,2.0097,1.1634786038256755,False,100,1.1635,2.1396174324506134e-05
Parramatta,2023,19043000.0,20128000.0,94.61,0.75,15.1858,260379,-0.09,5.1571,0.9460949920508744,False,100,0.9460999999999999,5.007949125501732e-06
Penrith,2023,35700000.0,44254000.0,80.67,4.35,10.0699,220908,-4.79,5.7409,0.8067067383739323,False,100,0.8067,-6.738373932280162e-06
Port Macquarie-Hastings,2023,27479000.0,27676000.0,99.29,3.66,34.4454,88311,4.04,1.3289,0.9928819193525076,False,100,0.9929000000000001,1.8080647492535462e-05
Port Stephens,2023,19183000.0,18170000.0,105.58,2.31,8.7718,76672,5.84,2.2004,1.0557512383048981,False,100,1.0558,4.876169510192874e-05
Queanbeyan-Palerang Regional,2023,24275000.0,20530000.0,118.24,1.17,9.5006,64233,5.67,2.1385,1.1824159766195812,False,100,1.1824,-1.5976619581303808e-05
Randwick,2023,12011000.0,6893000.0,174.25,0.46,8.9007,135686,7.48,3.8937,1.7424923835775423,False,100,1.7425,7.616422457612515e-06
Richmond Valley,2023,10407000.0,5851000.0,177.87,3.86,12.3262,23702,4.94,2.8489,1.7786703127670485,False,100,1.7787,2.9687232951491893e-05
Ryde,2023,20575000.0,17747000.0,115.94,2.13,11.6309,131122,7.63,6.798,1.159350876204429,False,100,1.1594,4.9123795571093254e-05
Shellharbour,2023,16335000.0,16216000.0,100.73,1.11,16.3336,78332,2.25,4.6736,1.0073384311790823,False,100,1.0073,-3.843117908219895e-05
Shoalhaven,2023,70158000.0,65284000.0,107.47,4.87,4.9208,109611,-5.32,0.666,1.0746584155382637,False,100,1.0747,4.158446173629926e-05
Singleton,2023,14508000.0,14723000.0,98.54,3.0,13.8743,25093,6.16,4.5834,0.9853969978944509,False,100,0.9854,3.002105549154699e-06
Snowy Monaro Regional,2023,21004000.0,31905000.0,65.83,10.49,17.7169,21823,-2.15,2.154,0.6583294154521235,False,100,0.6583,-2.941545212353791e-05
Snowy Valleys,2023,11034000.0,11034000.0,100.0,0.18,7.6845,14936,-0.47,1.9487,1.0,False,100,1.0,0.0
Strathfield,2023,3360000.0,4848000.0,69.31,6.8,12.7705,46230,-16.23,4.3194,0.693069306930693,False,100,0.6931,3.069306930703064e-05
Sutherland,2023,34774000.0,34318000.0,101.33,0.88,12.3574,231839,5.87,4.3233,1.0132874876158284,False,100,1.0133,1.2512384171659008e-05
Sydney,2023,83878000.0,80394000.0,104.33,1.93,12.0418,218096,4.78,4.2747,1.0433365674055277,False,100,1.0433,-3.6567405527820895e-05
Tamworth Regional,2023,44881000.0,48753000.0,92.06,0.39,14.0334,64522,0.99,2.1167,0.9205792464053494,False,100,0.9206,2.0753594650591012e-05
Temora,2023,3963000.0,3407000.0,116.32,2.68,13.0476,5996,5.04,4.7746,1.1631934253008511,False,100,1.1632,6.5746991488868645e-06
Tenterfield,2023,4249000.0,4249000.0,100.0,4.27,15.7563,6879,16.55,2.7339,1.0,False,100,1.0,0.0
The Hills,2023,48669000.0,22048000.0,220.74,0.0,35.2934,199244,14.08,2.9719,2.2074111030478956,False,100,2.2074000000000003,-1.1103047895311136e-05
Tweed,2023,49649000.0,24859000.0,199.72,4.33,22.7412,97969,9.9,8.8706,1.9972243453075345,False,100,1.9972,-2.4345307534368033e-05
Upper Hunter,2023,12320000.0,8839000.0,139.38,2.99,12.351,14293,-18.28,1.2557,1.3938228306369498,False,100,1.3938,-2.2830636949855432e-05
Upper Lachlan,2023,12854000.0,9316000.0,137.98,7.05,14.7648,8551,3.82,2.0662,1.379776728209532,False,100,1.3798,2.327179046801575e-05
Uralla,2023,3862000.0,4149000.0,93.08,2.33,14.3523,5985,-1.04,3.5729,0.930826705230176,False,100,0.9308,-2.6705230176005124e-05
Wagga Wagga,2023,21849000.0,22589000.0,96.72,16.11,15.92,68337,1.43,3.2745,0.9672406923723936,False,100,0.9672,-4.069237239368029e-05
Walcha,2023,5563000.0,4091000.0,135.98,11.65,10.7214,3010,7.65,3.9064,1.3598142263505255,False,100,1.3598,-1.4226350525614606e-05
Walgett,2023,12180000.0,7646000.0,159.3,5.42,15.179,5516,17.0,4.6881,1.5929897985874968,False,100,1.5930000000000002,1.020141250340778e-05
Warren,2023,5701000.0,3925000.0,145.25,2.99,13.7878,2578,32.93,5.3033,1.452484076433121,False,100,1.4525,1.5923566878850437e-05
Warrumbungle,2023,7821000.0,8274000.0,94.53,4.43,14.5278,9246,18.48,8.6831,0.9452501812907904,False,100,0.9453,4.981870920961473e-05
Waverley,2023,23010000.0,22362000.0,102.9,1.09,9.6357,69324,1.74,5.4969,1.0289777300778107,False,100,1.0290000000000001,2.2269922189455116e-05
Weddin,2023,1738000.0,1274000.0,136.42,0.51,4.49,3614,14.03,3.0562,1.3642072213500784,False,100,1.3641999999999999,-7.221350078578936e-06
Wentworth,2023,3153000.0,3724000.0,84.67,12.77,22.302,7597,10.51,3.8993,0.8466702470461869,False,100,0.8467,2.9752953813133587e-05
Willoughby,2023,12985000.0,12559000.0,103.39,1.19,22.1796,75473,-4.08,2.9909,1.0339198980810573,False,100,1.0339,-1.9898081057290185e-05
Wingecarribee,2023,37484000.0,35894000.0,104.43,1.66,17.679,52795,-3.2,3.0335,1.0442970970078564,False,100,1.0443,2.902992143560823e-06
Wollondilly,2023,16733000.0,18084000.0,92.53,7.27,7.3782,55801,-4.51,1.3815,0.9252930767529308,False,100,0.9253,6.923247069190452e-06
Wollongong,2023,52884000.0,64442000.0,82.06,3.05,5.4251,216431,-1.11,2.6124,0.8206449210142454,False,100,0.8206,-4.4921014245358215e-05
Woollahra,2023,13268000.0,13800000.0,96.14,0.91,12.9322,53505,3.64,3.4078,0.9614492753623188,False,100,0.9614,-4.9275362318801363e-05
Yass Valley,2023,3859000.0,3859000.0,100.0,1.89,9.6303,17379,-2.72,2.5208,1.0,False,100,1.0,0.0
Albury,2024,40318000.0,36870000.0,1.0935,2.37,18.5637,58317,-0.0661,1.5758,1.0935177651206944,False,1,1.0935,-1.776512069451286e-05
Armidale Regional,2024,22956000.0,28695000.0,0.8,17.58,20.448,29646,0.0807,6.9519,0.8,False,1,0.8,0.0
Ballina,2024,9101000.0,9860000.0,0.923,1.37,10.768,47935,0.0414,2.1097,0.9230223123732252,False,1,0.923,-2.231237322514179e-05
Balranald,2024,9875000.0,5464000.0,1.8073,2.94,20.9322,2219,0.0106,16.5063,1.8072840409956077,False,1,1.8073,1.5959004392218645e-05
Bathurst Regional,2024,20684000.0,23824000.0,0.8682,10.97,5.9722,44939,-0.085,0.5943,0.8682001343183344,False,1,0.8682,-1.3431833445487484e-07
Bayside,2024,29066000.0,29049000.0,1.0006,1.57,31.7464,185880,0.0721,4.6607,1.0005852180797963,False,1,1.0006,1.4781920203654764e-05
Bega Valley,2024,12372000.0,12014000.0,1.0298,2.09,14.7432,36593,0.0688,3.7603,1.0297985683369402,False,1,1.0298,1.431663059880961e-06
Bellingen,2024,2900000.0,7268000.0,0.3989999999999999,6.72,19.4303,13278,0.0561,2.9226,0.39900935608145294,False,1,0.3989999999999999,-9.35608145302691e-06
Berrigan,2024,6067000.0,4313000.0,1.4066999999999998,0.0,24.4473,8666,-0.0994999999999999,4.4439,1.4066774866682124,False,1,1.4066999999999998,2.2513331787488156e-05
Blacktown,2024,95271000.0,97085000.0,0.9813,2.82,23.4771,438843,-0.0001,2.801,0.9813153422258846,False,1,0.9813,-1.5342225884618088e-05
Bland,2024,6694000.0,3380000.0,1.9805,4.91,49.1699,5454,0.3071,24.5809,1.980473372781065,False,1,1.9805,2.662721893487152e-05
Blayney,2024,4496000.0,4414000.0,1.0186,4.55,24.8685,7767,0.0279999999999999,6.2259,1.0185772541912097,False,1,1.0186,2.274580879024768e-05
Blue Mountains,2024,38236000.0,38236000.0,1.0,3.52,7.5286,78891,-0.0719,1.2447,1.0,False,1,1.0,0.0
Bogan,2024,8103000.0,5030000.0,1.6109,1.69,12.6056,2407,0.1184,3.7749,1.610934393638171,False,1,1.6109,-3.4393638171037466e-05
Bourke,2024,15577000.0,17536000.0,0.8883,2.82,16.6447,2349,0.0255,7.363,0.8882869525547445,False,1,0.8883,1.3047445255431889e-05
Brewarrina,2024,1359000.0,1359000.0,1.0,4.38,14.0636,1408,-0.0293,5.2565,1.0,False,1,1.0,0.0
Broken Hill,2024,6125000.0,7687000.0,0.7968000000000001,2.01,10.4464,17541,0.0258,2.8377,0.796799791856381,False,1,0.7968000000000001,2.081436191181396e-07
Burwood,2024,9497000.0,7124000.0,1.3331,5.14,5.5648,43346,0.0291,2.5647,1.3330993823694555,False,1,1.3331,6.176305444860475e-07
Byron,2024,22521000.0,26411000.0,0.8527,9.27,14.6824,37826,0.0428,3.7506,0.8527128847828557,False,1,0.8527,-1.288478285565997e-05
Cabonne,2024,1509000.0,7884000.0,0.1914,14.82,5.8401,13897,-0.2355,4.884,0.19140030441400305,False,1,0.1914,-3.044140030605824e-07
Camden,2024,21718000.0,21717000.0,1.0,1.16,21.5585,141133,-0.1363,2.5669,1.0000460468757195,False,1,1.0,-4.604687571951871e-05
Campbelltown,2024,12572000.0,12303000.0,1.0219,1.14,13.3319,188303,0.0086,1.5884,1.0218645858733642,False,1,1.0219,3.541412663587984e-05
Canada Bay,2024,19003000.0,19553000.0,0.9719,2.07,15.9487,92255,0.0227999999999999,4.0229,0.9718713240934895,False,1,0.9719,2.8675906510455818e-05
Canterbury-Bankstown,2024,65294000.0,51202000.0,1.2752,3.75,14.971,385242,-0.1076,4.3459,1.2752236240771846,False,1,1.2752,-2.362407718470294e-05
Carrathool,2024,8005000.0,7903000.0,1.0129,0.22,25.4394,2767,0.2314,17.2871,1.0129064912058712,False,1,1.0129,-6.49120587126184e-06
Central Coast,2024,74782000.0,138970000.0,0.5381,2.06,6.3868,354803,0.0604,6.545,0.5381161401741383,False,1,0.5381,-1.6140174138312702e-05
Central Darling,2024,18064000.0,9921000.0,1.8208,18.03,4.8046,1767,0.0073,3.1194,1.8207841951416188,False,1,1.8208,1.5804858381152087e-05
Cessnock,2024,19226000.0,15628000.0,1.2302,3.27,12.1085,69352,-0.0594,2.0275,1.2302277962631174,False,1,1.2302,-2.77962631174411e-05
Clarence Valley,2024,21769000.0,33123000.0,0.6572,36.54,20.0571,56037,-0.1213,3.4794,0.6572170395193672,False,1,0.6572,-1.7039519367156863e-05
Cobar,2024,8894000.0,8730000.0,1.0188,6.27,5.6226,4015,-0.0338,2.6118,1.0187857961053837,False,1,1.0188,1.420389461626037e-05
Coffs Harbour,2024,20683000.0,21744000.0,0.9512,2.85,15.0326,81248,0.1046,12.6682,0.9512049300956585,False,1,0.9512,-4.930095658495226e-06
Coolamon,2024,5361000.0,5558000.0,0.9646,0.0,20.4353,4613,0.1153999999999999,10.5247,0.9645555955379633,False,1,0.9646,4.440446203668458e-05
Coonamble,2024,3318000.0,2748000.0,1.2074,2.26,13.7603,3871,0.0426999999999999,5.3653,1.2074235807860263,False,1,1.2074,-2.358078602626712e-05
Cootamundra-Gundagai Regional,2024,13243000.0,0.0,0.0,3.63,8.2124,11424,-0.0673,7.3,,True,1,0.0,
Cowra,2024,14241000.0,13052000.0,1.0911,0.46,11.7596,12680,0.0731,4.4582,1.09109714986209,False,1,1.0911,2.8501379099044044e-06
Cumberland,2024,31913000.0,33578000.0,0.9504,4.06,9.8933,252399,0.0268,2.6245,0.9504139615224254,False,1,0.9504,-1.3961522425387507e-05
Dubbo Regional,2024,49778000.0,63280000.0,0.7866,6.17,19.3731,56997,0.0055,4.2046,0.7866308470290772,False,1,0.7866,-3.084702907718562e-05
Dungog,2024,3352000.0,5736000.0,0.5844,9.66,17.6194,9905,-0.2582,2.3805,0.5843793584379359,False,1,0.5844,2.06415620641609e-05
Edward River,2024,9059000.0,9202000.0,0.9845,3.16,17.1687,8411,0.2768,6.2969,0.9844599000217344,False,1,0.9845,4.0099978265595304e-05
Eurobodalla,2024,31138000.0,33749000.0,0.9226,9.4,15.869,41142,-0.0346,2.9137,0.9226347447331773,False,1,0.9226,-3.4744733177327625e-05
Fairfield,2024,53579000.0,45367000.0,1.181,1.54,5.1729,212210,0.0331,2.0726,1.1810126303260078,False,1,1.181,-1.2630326007734283e-05
Federation,2024,6899000.0,7309000.0,0.9439,17.64,21.7057,13075,0.1644999999999999,4.1572,0.9439047749350117,False,1,0.9439,-4.774935011719883e-06
Forbes,2024,8291000.0,9324000.0,0.8892,1.29,2.9076,9295,-0.0195,1.6739,0.8892106392106393,False,1,0.8892,-1.0639210639262764e-05
Georges River,2024,20857000.0,16997000.0,1.2271,2.16,14.6353,161593,0.0273,4.5677,1.227098899805848,False,1,1.2271,1.1001941520039082e-06
Gilgandra,2024,8660000.0,5620000.0,1.5409,0.9,10.7062,4305,0.083,4.8507,1.5409252669039146,False,1,1.5409,-2.526690391468911e-05
Glen Innes Severn,2024,3533000.0,3863000.0,0.9146,8.88,11.2229,8978,-0.1116,2.6357,0.914574165156614,False,1,0.9146,2.5834843385919015e-05
Goulburn Mulwaree,2024,12077000.0,26823000.0,0.4502,5.89,22.0572,33112,-0.0449,2.5315,0.4502479215598553,False,1,0.4502,-4.792155985533508e-05
Greater Hume,2024,13732000.0,7314000.0,1.8775,2.12,8.932,11582,-0.0435,3.353,1.8774952146568225,False,1,1.8775,4.785343177493573e-06
Griffith,2024,10621000.0,8331000.0,1.2749,1.13,10.5784,27340,0.005,1.3431,1.274876965550354,False,1,1.2749,2.303444964590895e-05
Gunnedah,2024,11870000.0,12320000.0,0.9635,3.05,21.8023,13392,0.0963,4.0256,0.963474025974026,False,1,0.9635,2.5974025974040416e-05
Gwydir,2024,11770000.0,11770000.0,1.0,0.39,9.6503,4893,-0.0091,3.1441,1.0,False,1,1.0,0.0
Hawkesbury,2024,20509000.0,20919000.0,0.9804,2.82,8.6327,68704,0.1301,3.6265,0.9804005927625603,False,1,0.9804,-5.927625602586417e-07
Hay,2024,3639000.0,2625000.0,1.3863,0.65,19.3612,2861,0.1003,1.6582,1.3862857142857143,False,1,1.3863,1.4285714285744433e-05
Hilltops,2024,10509000.0,10527000.0,0.9983,5.58,14.7193,19300,-0.0942,1.4964,0.9982901111427758,False,1,0.9983,9.88885722419397e-06
Hornsby,2024,8209000.0,8464000.0,0.9699,0.67,5.0292,154834,-0.0208,6.2093,0.9698724007561437,False,1,0.9699,2.7599243856313294e-05
Hunters Hill,2024,3116000.0,2866000.0,1.0872,4.97,11.2436,14062,-0.0533999999999999,4.5141,1.0872295882763434,False,1,1.0872,-2.958827634347294e-05
Inner West,2024,59716000.0,49532000.0,1.2056,1.41,5.8151,190939,-0.0065,2.3803,1.2056044577242995,False,1,1.2056,-4.457724299467003e-06
Inverell,2024,11731000.0,10867000.0,1.0795,0.79,31.9756,18080,0.1011,7.2414,1.0795067635962088,False,1,1.0795,-6.763596208880784e-06
Junee,2024,4380000.0,3330000.0,1.3153,3.49,8.8748,6458,0.0487,1.9678,1.3153153153153154,False,1,1.3153,-1.531531531551167e-05
Kempsey,2024,15616000.0,16616000.0,0.9398,6.22,11.2849,31718,0.0237,2.1928,0.9398170438131921,False,1,0.9398,-1.7043813192119117e-05
Kiama,2024,5718000.0,5696000.0,1.0039,1.88,6.8115,23173,-0.1757,2.634,1.0038623595505618,False,1,1.0039,3.764044943821432e-05
Ku-ring-gai,2024,17230000.0,18740000.0,0.9194,9.12,12.5565,128362,0.0165,4.0021,0.9194236926360726,False,1,0.9194,-2.369263607260308e-05
Kyogle,2024,5562000.0,5311000.0,1.0473,4.88,19.3341,9582,0.1499,4.7836,1.0472604029373,False,1,1.0473,3.959706269984764e-05
Lachlan,2024,,,,,,6113,,,,False,1,,
Lake Macquarie,2024,51135000.0,59615000.0,0.8578,1.69,11.9251,221859,0.006,4.3378,0.8577539209930387,False,1,0.8578,4.6079006961297075e-05
Lane Cove,2024,4773000.0,3652000.0,1.307,1.93,21.6285,42566,0.0974,5.8305,1.3069550930996714,False,1,1.307,4.490690032854516e-05
Leeton,2024,7140000.0,7140000.0,1.0,40.54,20.2733,11438,-0.0038,1.4448,1.0,False,1,1.0,0.0
Lismore,2024,22141000.0,18172000.0,1.2184,8.47,19.6076,43783,-0.0208,1.9224,1.218412942989214,False,1,1.2184,-1.2942989214170808e-05
Lithgow,2024,13023000.0,12515000.0,1.0406,4.12,16.5807,20740,0.0302999999999999,2.6733,1.0405912904514583,False,1,1.0406,8.70954854170769e-06
Liverpool,2024,30615000.0,32197000.0,0.9509,2.31,11.57,254905,-0.0419,0.839,0.9508649874211883,False,1,0.9509,3.5012578811666195e-05
Liverpool Plains,2024,6136000.0,4433000.0,1.3842,8.5,18.2874,7670,-0.0801,37.3365,1.3841642228739004,False,1,1.3842,3.577712609970085e-05
Lockhart,2024,9246000.0,7039000.0,1.3135,0.0,9.1487,3474,-0.1697,4.9262,1.3135388549509874,False,1,1.3135,-3.8854950987543546e-05
Maitland,2024,25026000.0,15255000.0,1.6405,12.76,11.8567,98163,-0.1492,2.063,1.640511307767945,False,1,1.6405,-1.1307767944890301e-05
Mid-Coast,2024,53634000.0,50656000.0,1.0588,10.04,14.1023,98582,0.0333,4.4896,1.0587886923562855,False,1,1.0588,1.130764371448656e-05
Mid-Western Regional,2024,23399000.0,23187000.0,1.0091,5.13,19.8057,26214,0.0308999999999999,2.1338,1.0091430542976667,False,1,1.0091,-4.3054297666600405e-05
Moree Plains,2024,12461000.0,12354000.0,1.0087000000000002,3.52,6.0934,12816,0.0595,3.7901,1.0086611623765582,False,1,1.0087000000000002,3.8837623441922986e-05
Mosman,2024,6992000.0,6437000.0,1.0862,0.54,6.8078,29253,0.0625,1.9151,1.0862202889544819,False,1,1.0862,-2.0288954481806343e-05
Murray River,2024,10143000.0,10101000.0,1.0042,5.93,15.5669,13562,-0.0707,2.8538,1.004158004158004,False,1,1.0042,4.199584199593431e-05
Murrumbidgee,2024,5016000.0,2544000.0,1.9717,0.0,19.3178,3658,-0.1339,6.4972,1.971698113207547,False,1,1.9717,1.886792452943098e-06
Muswellbrook,2024,7028000.0,7949000.0,0.8841,12.85,8.13,16817,0.2018,1.7703,0.8841363693546358,False,1,0.8841,-3.6369354635801265e-05
Nambucca Valley,2024,8580000.0,21055000.0,0.4075,1.15,20.8318,20986,0.0579999999999999,5.8486,0.40750415578247445,False,1,0.4075,-4.1557824744797855e-06
Narrabri,2024,10044000.0,9887000.0,1.0159,20.45,16.8742,12796,0.0561,3.0677,1.015879437645393,False,1,1.0159,2.0562354607012168e-05
Narrandera,2024,4579000.0,3417000.0,1.3400999999999998,6.74,22.7203,5687,0.1614,4.4561,1.3400643839625404,False,1,1.3400999999999998,3.561603745949604e-05
Narromine,2024,10194000.0,10032000.0,1.0161,2.03,13.4433,6432,-0.2264999999999999,5.4197,1.0161483253588517,False,1,1.0161,-4.832535885168632e-05
Newcastle,2024,35216000.0,35734000.0,0.9855,3.8,5.9873,176860,0.0318,2.0922,0.9855040017910114,False,1,0.9855,-4.0017910113432364e-06
North Sydney,2024,8961000.0,9085000.0,0.9864,13.28,11.8436,72909,-0.0002,2.4244,0.9863511282333517,False,1,0.9864,4.887176664836179e-05
